Unnamed: 0,弹幕内容,视频名称
490,生孩子负担多重你想过吗？,2024春晚小品押题《三胎》
491,六个人出钱养一两个孩子负担很重，结果是一两个人要照顾六个人负担更重,2024春晚小品押题《三胎》
492,你为什么人贼作母,2024春晚小品押题《三胎》
493,不生的话，孩子岂不是没负担,2024春晚小品押题《三胎》
494,盲猜前两胎是女孩,2024春晚小品押题《三胎》
495,BGM对味,2024春晚小品押题《三胎》
496,笑嘻了,2024春晚小品押题《三胎》
497,笑嘻了,2024春晚小品押题《三胎》
498,现在就四吧,2024春晚小品押题《三胎》
499,要不妈您也来一个,2024春晚小品押题《三胎》
500,我的负担你想过吗,2024春晚小品押题《三胎》
501,左边女的演出了贾玲的感觉,2024春晚小品押题《三胎》
502,就现在的生活压力，你凭什么觉得自己一定能活到80?,2024春晚小品押题《三胎》
503,你们也可能归西了,2024春晚小品押题《三胎》
504,30表示还没对象,2024春晚小品押题《三胎》
505,这里应该是太烦了，死字会扣分的，要注意,2024春晚小品押题《三胎》
506,《咱家又不是养不起》,2024春晚小品押题《三胎》
507,已经有大登和中登了，为什么还要生个小登,2024春晚小品押题《三胎》
508,有几个活到八十啊,2024春晚小品押题《三胎》
509,关电视,2024春晚小品押题《三胎》
510,就是这个味儿！,2024春晚小品押题《三胎》
511,尬死我了,2024春晚小品押题《三胎》
512,我超味儿一下就出来了,2024春晚小品押题《三胎》
513,不生就不没孩子有负担了吗,2024春晚小品押题《三胎》
514,恶心,2024春晚小品押题《三胎》
515,要来力,2024春晚小品押题《三胎》
516,好了！！！,2024春晚小品押题《三胎》
517,救命,2024春晚小品押题《三胎》
518,BYD还挺长寿,2024春晚小品押题《三胎》
519,啊啊啊啊啊啊啊,2024春晚小品押题《三胎》
520,好啦,2024春晚小品押题《三胎》
521,算术带师,2024春晚小品押题《三胎》
522,三个孩子够吗？6个吧，一人养一个老人，多好,2024春晚小品押题《三胎》
523,你儿媳妇会生猫？,2024春晚小品押题《三胎》
524,？是不曾经有过类似的？,2024春晚小品押题《三胎》
525,三十都二胎了？我还打算三十生一胎,2024春晚小品押题《三胎》
526,我裂开了,2024春晚小品押题《三胎》
527,艾丽假怀孕骗婆婆比这好笑,2024春晚小品押题《三胎》
528,饺子的小曲,2024春晚小品押题《三胎》
529,恶臭，男的隐身了,2024春晚小品押题《三胎》
530,这看的已经开始犯困了,2024春晚小品押题《三胎》
531,很春晚！节目效果拉满,2024春晚小品押题《三胎》
532,没有二明，所以得生个二明把大明和小明练起来,2024春晚小品押题《三胎》
533,你是假孕！！！！,2024春晚小品押题《三胎》
534,对味了！,2024春晚小品押题《三胎》
535,绝了,2024春晚小品押题《三胎》
536,6啊,2024春晚小品押题《三胎》
537,强行煽情,2024春晚小品押题《三胎》
538,汗流浃背了家人们,2024春晚小品押题《三胎》
539,所以一个不生最好,2024春晚小品押题《三胎》
540,3分钟像十分钟一样漫长,2024春晚小品押题《三胎》
541,……,2024春晚小品押题《三胎》
542,自我了断孩子更没负担,2024春晚小品押题《三胎》
543,三十安心上班吧，名正言顺不用面多婆婆了,2024春晚小品押题《三胎》
544,16开始怀孕是吧，这个押题肯定扣分,2024春晚小品押题《三胎》
545,生孩子就是为了伺候自己给自己养老 6,2024春晚小品押题《三胎》
546,养老是国家应该保障的,2024春晚小品押题《三胎》
547,对味了,2024春晚小品押题《三胎》
548,突然笑不出来,2024春晚小品押题《三胎》
549,你要真想了大小明也没必要下崽,2024春晚小品押题《三胎》
550,呕——,2024春晚小品押题《三胎》
551,不结婚只用照顾两个,2024春晚小品押题《三胎》
552,有内味了,2024春晚小品押题《三胎》
553,你自己不能照顾自己啊？生孩子就是带着目的来照顾你，真是无语,2024春晚小品押题《三胎》
554,三十岁三胎，救命,2024春晚小品押题《三胎》
555,合着你俩生的是独生子啊,2024春晚小品押题《三胎》
556,说得好，无论男女都不是为了给社会提供劳动力结婚生子的,2024春晚小品押题《三胎》
557,我草，味儿对了,2024春晚小品押题《三胎》
558,BGM上,2024春晚小品押题《三胎》
559,这句话应该不会有 除非导演不装了,2024春晚小品押题《三胎》
560,卧槽呀 私人,2024春晚小品押题《三胎》
561,笑死我了,2024春晚小品押题《三胎》
562,6,2024春晚小品押题《三胎》
563,女人要把握住事业粉黄金期,2024春晚小品押题《三胎》
564,太好了！！,2024春晚小品押题《三胎》
565,生114514个才好,2024春晚小品押题《三胎》
566,生11414个,2024春晚小品押题《三胎》
567,不会很重啊，到时候你们这些老的都四了,2024春晚小品押题《三胎》
568,心脏骤停,2024春晚小品押题《三胎》
569,“他还得谢谢咱呐”,2024春晚小品押题《三胎》
570,60岁不能生活自理了么？,2024春晚小品押题《三胎》
571,血压高了,2024春晚小品押题《三胎》
572,到斩杀线了,2024春晚小品押题《三胎》
573,坏了我姥叫这个（）,2024春晚小品押题《三胎》
574,英国地图太长了,2024春晚小品押题《三胎》
575,图穷匕见,2024春晚小品押题《三胎》
576,掏的好干净利索,2024春晚小品押题《三胎》
577,15公岁。,2024春晚小品押题《三胎》
578,一个都不生不是更减轻？,2024春晚小品押题《三胎》
579,啊啊啊啊啊啊啊,2024春晚小品押题《三胎》
580,孩子：我选择不出生,2024春晚小品押题《三胎》
581,饺子！饺子饺子饺子，饺子饺子饺子，饺子（摇头叹息,2024春晚小品押题《三胎》
582,这不上可以了，比大部分小品都好，还有时事热点,2024春晚小品押题《三胎》
583,6,2024春晚小品押题《三胎》
584,史味满了,2024春晚小品押题《三胎》
585,养了俩coke,2024春晚小品押题《三胎》
586,省流：没押中,2024春晚小品押题《三胎》
587,第三个孩子：我谢谢你老B登。,2024春晚小品押题《三胎》
588,还挺真的,2024春晚小品押题《三胎》
589,music,2024春晚小品押题《三胎》
590,我草感觉看过,2024春晚小品押题《三胎》
591,18岁就三胎了妈呀,2024春晚小品押题《三胎》
592,啊？哈哈哈哈哈哈哈哈,2024春晚小品押题《三胎》
593,典，根本没有男人,2024春晚小品押题《三胎》
594,？？？？老三：我走我马上走,2024春晚小品押题《三胎》
595,。。。。,2024春晚小品押题《三胎》
596,时间原因，要不这中间还有很长一段,2024春晚小品押题《三胎》
597,要素过多,2024春晚小品押题《三胎》
598,啊啊啊啊啊啊,2024春晚小品押题《三胎》
599,6,2024春晚小品押题《三胎》
600,没甩籽还真是抱歉了呢,2024春晚小品押题《三胎》
601,不是秀香我不是很认可,2024春晚小品押题《三胎》
602,哇袄!,2024春晚小品押题《三胎》
603,真养不起,2024春晚小品押题《三胎》
604,救命,2024春晚小品押题《三胎》
605,666再生四个就一人一个啦（喜）,2024春晚小品押题《三胎》
606,刑,2024春晚小品押题《三胎》
607,能活那么久吗,2024春晚小品押题《三胎》
608,对位了,2024春晚小品押题《三胎》
609,好啦！,2024春晚小品押题《三胎》
610,饿不死就行的话生几百个也养得起……问题是质量啊……题外话不要喷我,2024春晚小品押题《三胎》
611,味太冲了,2024春晚小品押题《三胎》
612,恐怖片,2024春晚小品押题《三胎》
613,你20生的她？？6,2024春晚小品押题《三胎》
614,哈哈哈哈哈哈哈哈哈哈哈哈好,2024春晚小品押题《三胎》
615,6,2024春晚小品押题《三胎》
616,md女生30岁生孩子算是高龄产妇了吧？？？,2024春晚小品押题《三胎》
617,多一个字太经典了,2024春晚小品押题《三胎》
618,可现在这两口子不就要养四个老人三个孩子了吗,2024春晚小品押题《三胎》
619,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2024春晚小品押题《三胎》
620,哈哈哈哈哈哈哈哈,2024春晚小品押题《三胎》
621,假孕争宠是吧,2024春晚小品押题《三胎》
622,笑死了哈哈,2024春晚小品押题《三胎》
623,恶心,2024春晚小品押题《三胎》
624,rap,2024春晚小品押题《三胎》
625,那你自己怎麽不领养几个来？,2024春晚小品押题《三胎》
626,？,2024春晚小品押题《三胎》
627,味出来了,2024春晚小品押题《三胎》
628,冷知识，哈基米是小猫的意思,2024春晚小品押题《三胎》
629,给我气笑了,2024春晚小品押题《三胎》
630,啊啊啊,2024春晚小品押题《三胎》
631,《小孕妇》,2024春晚小品押题《三胎》
632,真刑,2024春晚小品押题《三胎》
633,30了,2024春晚小品押题《三胎》
634,我靠味儿太冲了,2024春晚小品押题《三胎》
635,要给孩子买三套房,2024春晚小品押题《三胎》
636,我们家养不起啊,2024春晚小品押题《三胎》
637,恶心死我了,2024春晚小品押题《三胎》
638,卧槽……,2024春晚小品押题《三胎》
639,太恐怖了,2024春晚小品押题《三胎》
640,哪吒,2024春晚小品押题《三胎》
641,我提前尴尬了 谢谢 ,2024春晚小品押题《三胎》
642,我的妈呀 窒息了,2024春晚小品押题《三胎》
643,给自己增加负担，给孩子减轻负担,2024春晚小品押题《三胎》
644,《好啦》,2024春晚小品押题《三胎》
645,砖家,2024春晚小品押题《三胎》
646,天才呀,2024春晚小品押题《三胎》
647,？？所以你生孩子是为了让他们养你，你TMD是人吗（）,2024春晚小品押题《三胎》
648,别别别，太恶心了啊！,2024春晚小品押题《三胎》
649,哈哈哈，笑死我啦,2024春晚小品押题《三胎》
650,《好啦》,2024春晚小品押题《三胎》
651,生啊生点好,2024春晚小品押题《三胎》
652,已经开始难受了╯﹏╰,2024春晚小品押题《三胎》
653,没事，我家就我一个照样照顾6个,2024春晚小品押题《三胎》
654,啊？？？,2024春晚小品押题《三胎》
655,还tm生,2024春晚小品押题《三胎》
656,******,2024春晚小品押题《三胎》
657,哈哈哈哈哈,2024春晚小品押题《三胎》
658,有那味了,2024春晚小品押题《三胎》
659,有那味了,2024春晚小品押题《三胎》
660,这刑,2024春晚小品押题《三胎》
661,血压,2024春晚小品押题《三胎》
662,孩子：绝杀！解不了！,2024春晚小品押题《三胎》
663,音乐对了,2024春晚小品押题《三胎》
664,哈哈哈哈哈哈哈多面体,2024春晚小品押题《三胎》
665,李姐,2024春晚小品押题《三胎》
666,什么绝绝子发言,2024春晚小品押题《三胎》
667,绝了，那现在两个人照顾四个老人三个小孩,2024春晚小品押题《三胎》
668,啊啊啊啊啊啊啊,2024春晚小品押题《三胎》
669,盲猜后面真的怀了,2024春晚小品押题《三胎》
670,逆天,2024春晚小品押题《三胎》
671,对味儿の小曲,2024春晚小品押题《三胎》
672,好啦！,2024春晚小品押题《三胎》
673,哇袄！！！,2024春晚小品押题《三胎》
674,二战转折点,2024春晚小品押题《三胎》
675,大好年华都浪费了,2024春晚小品押题《三胎》
676,三十两胎了！！！！！！！！天啊,2024春晚小品押题《三胎》
677,神韵啊,2024春晚小品押题《三胎》
678,打不掉,2024春晚小品押题《三胎》
679,呃呃,2024春晚小品押题《三胎》
680,哇袄,2024春晚小品押题《三胎》
681,啊啊啊啊啊啊啊啊啊啊啊,2024春晚小品押题《三胎》
682,好啦！,2024春晚小品押题《三胎》
683,假孕争宠,2024春晚小品押题《三胎》
684,假孕争宠,2024春晚小品押题《三胎》
685,啊？,2024春晚小品押题《三胎》
686,啊？,2024春晚小品押题《三胎》
687,啊？,2024春晚小品押题《三胎》
688,那干脆生6个，一人照顾一个,2024春晚小品押题《三胎》
689,太牛逼了,2024春晚小品押题《三胎》
690,呸,2024春晚小品押题《三胎》
